,Date,sma90 avg_transaction_value,wma30 avg_transaction_value,closing_price,dema7 opening_price,ema90 avg_transaction_value,tema30 highest_price,opening_price,tema7 closing_price,ema30 avg_transaction_value,dema90 avg_transaction_value,next_day_closing_price
0,2013-03-31,0.0,0.0008814278803380704,0.0003646632423898802,0.00033230945313968835,0.0,0.0002593142770143386,0.00035280009131295753,0.00046254607570884315,0.0006102750526739767,0.0,104.0
1,2013-04-01,2.4357752278374167e-05,0.0009296575667984593,0.000527724041832503,0.0003607845196925072,4.065263125149418e-05,0.000327816020442899,0.0003646589179117088,0.0005621665038039875,0.0006493486112824944,6.614017218160677e-05,118.0
2,2013-04-02,7.079730703100223e-05,0.001088221073093934,0.0007352559683958537,0.0004485068703161191,0.00012708663133415357,0.000424589771263785,0.0005277177836445976,0.0007325038113947663,0.000801087859006084,0.000206046023948709,135.0
3,2013-04-03,0.00011953924313925016,0.001243622305465087,0.0009872590220799116,0.0005944525589387795,0.00021363460971923418,0.0005542167227281791,0.000735247249122814,0.000966116415831185,0.0009480068096923977,0.0003446249553347904,132.1
4,2013-04-04,0.00016433377442403793,0.0013762557746558393,0.0009442702658632243,0.0007972547248598499,0.00029236863339734964,0.0006576064799797762,0.000987247314346358,0.0010587579839538494,0.001070857669767944,0.00046900976634757334,142.3
5,2013-04-05,0.0002095478787205035,0.0015088199353443313,0.0010954720980736604,0.0009032573018188245,0.00037192799588204456,0.000773872816993898,0.0009442590679258692,0.0011836923991093568,0.0011920898967872767,0.0005934269382955777,142.6
6,2013-04-06,0.00024697682591239695,0.0015792017679657974,0.001099919210785734,0.0010324877495810417,0.00042676280449135615,0.000873967416298721,0.0010954591070599998,0.001240658447988728,0.0012487993392307096,0.0006763220470579669,162.3
7,2013-04-07,0.0002712377326888303,0.0015805765378123678,0.0013919462788784392,0.001110600040168365,0.0004542411216717883,0.0010131226470263752,0.0010999061670345298,0.0014280410767915294,0.001237312503325285,0.0007138786566703321,187.5
8,2013-04-08,0.0003121065964382837,0.001679436538824415,0.0017655037466924595,0.001284283682167986,0.0005223948662388816,0.001201393991094847,0.0013919297720288784,0.0017357755003879621,0.001328438056493672,0.0008172838413075968,230.0
9,2013-04-09,0.00038062885783725353,0.0018993102559020352,0.002395511380902618,0.0015561234929517137,0.0006414308350892739,0.0014799531197851323,0.001765482809889661,0.002257127087356127,0.0015429508791493848,0.0010024317244897406,165.0
10,2013-04-10,0.0004769482554776404,0.002237283907104065,0.0014319702932870798,0.002005076923292305,0.0008108244992855868,0.0015411805217146815,0.0023954829729485247,0.0019581781524801584,0.0018743558180946036,0.0012675921906878766,124.9
11,2013-04-11,0.0005224724164885342,0.0023016540567568286,0.0008375395607735023,0.0018515545123478153,0.0008707281949207682,0.0014804549290195965,0.001431953311799676,0.001416554769367813,0.0019233624524455078,0.0013518514275283906,117.0
12,2013-04-12,0.0005533106674622708,0.0022823415408405445,0.0007204322593556134,0.0014724991872149401,0.0008973296408598293,0.0014017781173398455,0.0008375296285370801,0.0010345890957913564,0.0018902714433253563,0.0013811603102178351,93.0
13,2013-04-13,0.0005798961387755534,0.0022347280531708515,0.0003646632423898802,0.0011661881971274518,0.0009131750434505578,0.0012634025851847377,0.0007204237158743715,0.0006178029932861553,0.0018342138412481591,0.0013928062809881823,90.0
14,2013-04-14,0.0005928134881871341,0.0021208058780429473,0.0003201921152691592,0.0008054480152785565,0.0009028048376247266,0.001130992529152379,0.0003646589179117088,0.00037447062663381603,0.0017179360572263293,0.0013618310136955959,82.4
15,2013-04-15,0.0006054931641958777,0.0020293291563568735,0.00020753192656335073,0.0005534084456060642,0.0008998651360641804,0.0009916082293883466,0.00032018831816638116,0.0001956735382339994,0.0016269349834864485,0.0013434381831654366,68.4
16,2013-04-16,0.0006227483721466462,0.001960247481929179,0.0,0.00034484811700182666,0.0009050445499526674,0.0008289576979847516,0.0002075294654782095,0.0,0.0015616822741545064,0.0013386059182585053,93.1
17,2013-04-17,0.0006451792717525294,0.0019139746055157336,0.00036614561329390005,0.00012403363480326807,0.0009202040795746463,0.0007529342156603128,0.0,0.00013161838221384392,0.0015255497856607753,0.0013502107279722876,109.0
18,2013-04-18,0.0007857537567403546,0.002469007592847995,0.0006018425870337046,0.00015401661760773566,0.001179995860127299,0.0007288767144201999,0.00036614127123656137,0.00036710754516157407,0.0020962867575950103,0.0017598412204984232,118.5
19,2013-04-19,0.0008220924829415201,0.002467405096265595,0.0007426678229159739,0.0002881680066981404,0.0012143602841889582,0.0007328688022281357,0.0006018354498868173,0.0005962164228722755,0.002087971433515856,0.0017984040750858923,126.6
20,2013-04-20,0.0008488281335246664,0.002416377236546049,0.0008627398661419025,0.0004450932780590347,0.001228581835688889,0.0007576338138574057,0.0007426590157470284,0.0008004358191877267,0.0020323468355741593,0.0018039689795373796,119.2
21,2013-04-21,0.0008745941152683082,0.002360273054100862,0.0007530444192441338,0.0006047362219780625,0.001240632093319649,0.0007579318027421678,0.0008627296350594282,0.0008489992071152794,0.0019757238458185285,0.0018061360594725014,127.4
22,2013-04-22,0.0009167634757581318,0.002392406996054643,0.0008745988333741031,0.000660614844048335,0.0012893339988145208,0.0007797724383834248,0.0007530354890209409,0.0009419342755003363,0.002013858369391615,0.0018681040831670347,143.5
23,2013-04-23,0.0009452144894440476,0.0023704446018709396,0.0011132605489219474,0.0007512780480755654,0.0013167260032958122,0.0008422296375014127,0.0008745884616581864,0.0011269535117180776,0.0019995844451094497,0.0018949202330376218,154.2
24,2013-04-24,0.0009944473290724454,0.0024320178552211993,0.0012718742356525037,0.0009161252265166564,0.0013793998453374527,0.0009253098757081926,0.0011132473469581336,0.0013138598477255015,0.002074787461076791,0.0019790443011332357,141.7
25,2013-04-25,0.0010332234307622035,0.0024322404825314666,0.0010865778726495134,0.001091796919680997,0.0014176169809376922,0.0009624501227186374,0.0012718591527164716,0.001296878627044827,0.0020881824814570505,0.0020226624005802458,136.9
26,2013-04-26,0.00106361411654695,0.0023813323374976287,0.0010154240692563654,0.001118560637103208,0.0014348837286593148,0.000980482329006785,0.0010865649871109329,0.0012319772754852756,0.002051083697875577,0.0020319272978556405,128.0
27,2013-04-27,0.0010863187449663553,0.0022949718434324366,0.0008834930587982431,0.0010991942185690842,0.001436229920152833,0.000970496811444517,0.0010154120275184045,0.0011080500683856714,0.0019780253358363618,0.002015398612283111,134.4
28,2013-04-28,0.0011003203081978684,0.002172131974347945,0.0009783647966557715,0.0010232865782998785,0.0014223668779219344,0.0009781510136399676,0.0008834825816072533,0.001088109693504466,0.001872219299500483,0.001974512727421532,144.0
29,2013-04-29,0.0011485669437846756,0.0022428350476768385,0.0011206724034420676,0.0010135454740901814,0.0014878304563180414,0.0010101092216768179,0.0009783531943972912,0.0011574205711744195,0.0019682538794044413,0.0020633360014958475,139.2
30,2013-04-30,0.0011682233974978362,0.0021869408909960582,0.0010495186000489196,0.0010689733142879368,0.0015017727656159371,0.0010237079229930487,0.0011206591135823549,0.001151862911578462,0.00193449647758355,0.002067567519587747,116.4
31,2013-05-01,0.0011985549157467364,0.0021461412860029755,0.0007115380339314734,0.0010710131909764248,0.0015213462675958724,0.000971695944609198,0.0010495061539898196,0.0009478901023009453,0.0019175701306680028,0.002081119797637962,106.3
32,2013-05-02,0.0012133528935804917,0.0020260527544321734,0.0005618185726250571,0.0009187190989881355,0.0015084006348567922,0.000897325013476627,0.0007115295959252976,0.0007462652523263086,0.0018225450434775966,0.0020418207547504875,98.1
33,2013-05-03,0.0012271455682853066,0.0018987372363082396,0.00044026415849509476,0.0007518829529275795,0.0014905505605207203,0.0008088290447235483,0.0005618119101160196,0.0005682111322456856,0.0017208450211573714,0.001995172078340518,112.9
34,2013-05-04,0.001234500797749779,0.0017419719054996043,0.0006596550522906391,0.0005903320993424707,0.0014585585415714704,0.0007715254768133409,0.00044025893747878103,0.0006072877248335593,0.0015898379081575754,0.0019262175991701797,116.0
35,2013-05-05,0.0012431772332114656,0.001616378598643782,0.0007056085503153731,0.0005869127270246091,0.0014372861457445027,0.0007470143945102134,0.0006596472295557487,0.0006670773059572685,0.0014920021074394559,0.0018756406623511995,112.3
36,2013-05-06,0.0012562587951393221,0.001520531240800465,0.0006507608268664922,0.0006089542452670654,0.0014261621724845838,0.0007150892621208271,0.000705600182625922,0.000676342376341954,0.0014243693123649984,0.001842301827963251,109.6
37,2013-05-07,0.0012688498622823695,0.001434445880486638,0.0006107368124578447,0.0006016935836460416,0.001417864254789205,0.0006795239882292775,0.0006507531096066888,0.0006636151442353938,0.0013674708616911915,0.0018140925006211363,113.2
38,2013-05-08,0.0012837296986558805,0.001342490300057727,0.0006641021650026988,0.0005815371115517678,0.0014068831632856257,0.0006582185951544695,0.0006107295698358842,0.0006922395789917268,0.001307171537326627,0.0017819877400486878,112.8
39,2013-05-09,0.0012880134307283186,0.0012134126657704428,0.0006581726813866123,0.0005946898583096896,0.0013790017721511116,0.0006384716248639399,0.0006640942895302787,0.0007083196665591401,0.001208459461861676,0.0017228939719878492,117.7
40,2013-05-10,0.0012975688453293992,0.0011168848244504613,0.0007308088556837733,0.0006025927109369125,0.0013608202945215482,0.0006347403880829008,0.00065816487623091,0.000762006380118252,0.001138541610093649,0.001680376310568013,115.6
41,2013-05-11,0.0013036481888748716,0.0010070161465755463,0.0006996790666992797,0.0006418899300067726,0.0013318602002941465,0.0006257986672643726,0.0007308001891482702,0.0007746486994941459,0.0010455484247766378,0.0016209280614022693,114.8
