Date,sma90 avg_transaction_value,wma30 avg_transaction_value,closing_price,dema7 opening_price,ema90 avg_transaction_value,tema30 highest_price,opening_price,tema7 closing_price,ema30 avg_transaction_value,dema90 avg_transaction_value,next_day_closing_price
2013-04-11,0.0008818476332380538,0.002506830285730061,0.0008901492772460384,0.0019349819841581253,0.0011867246305810215,0.001985957126062317,0.0015218398192697047,0.001486706163386961,0.0022219301905645594,0.0016517118849269652,117.0
2013-04-12,0.0009364427708405815,0.0024857961952026598,0.0007656859269762409,0.0015388471578595062,0.0012247556153330667,0.0019019470840321642,0.0008901029998834228,0.0010858245784399825,0.002183702392103158,0.0016893640635718687,93.0
2013-04-13,0.0009835089117126057,0.002433938300855233,0.00038756941982747567,0.0012187343859069513,0.0012474091306983008,0.0017946727277941485,0.0007656461202536977,0.0006483981683866324,0.002118942846491976,0.0017043252675380816,90.0
2013-04-14,0.0010063774093192236,0.0023098607671405095,0.00034030485643388175,0.0008417399478904269,0.001232583277226227,0.0016385013377815047,0.0003875492707456976,0.00039301536422226,0.0019846150090729042,0.0016645323382056265,82.4
2013-04-15,0.0010288251368846535,0.00221022954076713,0.00022056796250343597,0.0005783439617831482,0.0012283805077421654,0.0014747998802112083,0.0003402871645571959,0.0002053637893817753,0.0018794876406669422,0.0016409036605707604,68.4
2013-04-16,0.0010593732523804002,0.002134989722195826,0.0,0.0003603863074078534,0.0012357853011157605,0.0012775525727201018,0.0002205564955463299,0.0,0.0018041056112962292,0.0016346958053118886,93.1
2013-04-17,0.0010990842610097348,0.0020845919451447804,0.00038914490527392626,0.00012962235093454122,0.0012574582523238419,0.001143646331675588,0.0,0.00013813645916399553,0.0017623641980007952,0.0016496041309929932,109.0
2013-04-18,0.0013479532178727882,0.0026891022094649823,0.0006396470912599858,0.00016095630906057257,0.0016288717938109688,0.0010654157864977004,0.0003891246742853127,0.00038528764423357426,0.002421697911830799,0.002175843245817738,118.5
2013-04-19,0.0014122862359464416,0.0026873568616123163,0.0007893182086730413,0.0003011523007575914,0.0016780011866453226,0.0010629192126318035,0.0006396138370843713,0.0006257425761181934,0.00241209178190333,0.0022253837044346747,126.6
2013-04-20,0.001459618249805561,0.0026317802280233435,0.000916932529835747,0.0004651483218941488,0.001698333149407167,0.0010463643608557976,0.000789277173347952,0.0008400754362029722,0.002347832456601683,0.002232532758145434,119.2
2013-04-21,0.001505233590310972,0.0025706747533335954,0.0008003466067982093,0.0006319844686676901,0.0017155609033143657,0.001026006600064848,0.0009168848600569005,0.0008910438065816706,0.0022824197569526385,0.0022353167360172482,127.4
2013-04-22,0.0015798889928016514,0.0026056732096190437,0.0009295364134073725,0.0006903808735720524,0.001785187999131417,0.0009978060741529168,0.0008003049981252716,0.000988581255856949,0.002326473985588589,0.0023149250623782786,143.5
2013-04-23,0.0016302578353289653,0.0025817530228623813,0.0011831895702863332,0.0007851291865430335,0.0018243492126662902,0.001019930603259854,0.0009294880883738352,0.0011827631150961929,0.002309984288984577,0.0023493749073687717,154.2
2013-04-24,0.0017174182147021155,0.002648815097563066,0.0013517665130568235,0.0009574040605991735,0.0019139514070920412,0.0011029651076927965,0.001183128058252117,0.0013789255281049864,0.002396861232738412,0.0024574463911518525,141.7
2013-04-25,0.0017860662910552487,0.00264905757052818,0.001154830832250174,0.0011409911811147491,0.001968588861936002,0.0011616066971337768,0.0013516962369910998,0.0013611033541984577,0.002412335591275608,0.002513481160198904,136.9
2013-04-26,0.001839869072337054,0.00259361132334498,0.001079207530820421,0.0011689608199753412,0.001993274415526689,0.0011622902339473162,0.0011547707945390173,0.0012929879226865615,0.0023694778828036132,0.0025253834756517393,128.0
2013-04-27,0.0018800646824521476,0.0024995524002076365,0.0009389893260860899,0.0011487217880098918,0.0019951990097115575,0.0011467123093766435,0.001079151424637416,0.001162923525184635,0.0022850785122732527,0.002504149605069339,134.4
2013-04-28,0.0019048526404957487,0.0023657622230035015,0.001039820394659094,0.001069393896013543,0.001975379592793095,0.0011224930843307043,0.0009389405096115397,0.0011419956522373959,0.002162847974716619,0.002451624824197439,144.0
2013-04-29,0.001990267073077024,0.002442767976754698,0.001191066997518607,0.0010592138764538295,0.002068970157663143,0.0011360098327303364,0.0010397663361470036,0.0012147389808046805,0.0022737902113998173,0.0025657332267151577,139.2
2013-04-30,0.0020250662838416575,0.0023818912501452454,0.001115443696088847,0.001117139188124748,0.0020889028994220404,0.0011403363387067142,0.0011910050759501994,0.001208906091774209,0.0022347925746488834,0.002571169321868412,116.4
2013-05-01,0.0020787643166484647,0.002337454648066742,0.0007562330142975235,0.0011192709777187448,0.002116886323971532,0.0011233315976196603,0.001115385706048598,0.000994832030344464,0.0022152387140752794,0.0025885794974659926,106.3
2013-05-02,0.0021049622238112665,0.0022066610707144954,0.0005971089842057506,0.0009601148079566163,0.0020983784893811343,0.0010691949608894052,0.0007561936990160001,0.0007832222051323764,0.002105462675855891,0.002538093281425218,98.1
2013-05-03,0.0021293803717165258,0.0020679962719192292,0.00046791917759658047,0.0007857613472398647,0.002072858977905958,0.000969094771206179,0.0005970779415147218,0.0005963503922913893,0.001987975537803945,0.002478165227655725,112.9
2013-05-04,0.0021424018548432087,0.0018972564173047098,0.0007010910236716628,0.0006169313240739979,0.0020271213143355886,0.0009020043210300269,0.00046789485126615127,0.0006373621571033397,0.0018366319056233142,0.0023895816267181444,116.0
2013-05-05,0.00215776236242627,0.001760467352767879,0.0007499310725117073,0.0006133578814407625,0.0019967090516642937,0.0008501506977627166,0.0007010545751294228,0.0007001126703098381,0.0017236088407000874,0.002324607063183985,112.3
2013-05-06,0.0021809215770690026,0.0016560758788435187,0.0006916381109929454,0.000636392547943003,0.001980805568131891,0.0008222395697509224,0.0007498920848575327,0.0007098365705380527,0.001645477259698734,0.0022817777352464874,109.6
2013-05-07,0.0022032124340901314,0.0015623166156913653,0.0006491000039387032,0.0006288047349263942,0.0019689423791131554,0.000766167626831675,0.0006916021538917183,0.0006964790535363419,0.0015797463387338742,0.002245538119980614,113.2
2013-05-08,0.0022295552612176077,0.0014621638436949115,0.0007058174800110145,0.0006077400511126027,0.0019532431677059953,0.0007252577465872712,0.0006490662583220619,0.0007265210430844743,0.0015100866190560155,0.002204294166970381,112.8
2013-05-09,0.0022371390551930367,0.0013215798485059493,0.0006995155382252122,0.0006214854352474264,0.0019133822983558244,0.0006806651509493333,0.0007057807857482681,0.000743397457474676,0.0013960512533505096,0.0021283783043493654,117.7
2013-05-10,0.0022540556817371056,0.001216447230801429,0.0007767143251014089,0.0006297443751571846,0.0018873889933270806,0.00066743397131315,0.0006994791715898008,0.000799742873597166,0.0013152799013334895,0.0020737572326317497,115.6
2013-05-11,0.00226481837374843,0.0010967845350364387,0.000743629130725898,0.0006708122510531433,0.001845985946872266,0.0006452308367657505,0.0007766739450310173,0.0008130112727738822,0.0012078511815360807,0.001997385979539877,114.8
2013-05-12,0.0022738877673012386,0.0009773819487135516,0.0007310252471542725,0.0006840153897489237,0.0018019739691172848,0.0006227525974717152,0.0007435904706990654,0.0008127076416642592,0.0011003361851543714,0.0019182065144297857,118.0
2013-05-13,0.0023078967706567227,0.000938706007902846,0.0007814407814407745,0.00068766434164063,0.0018000940034530906,0.00060761955516591,0.0007309872423821376,0.0008409792826227086,0.0010818459132107792,0.0019016475998471262,111.4
2013-05-14,0.002325518152483698,0.0008478549174571817,0.0006774587419748693,0.00071269699451533,0.0017697995390379279,0.0005975100660020327,0.0007814001556498695,0.0007957287634973859,0.0010078036337706348,0.0018438812482818832,114.2
2013-05-15,0.002336208614753213,0.0007520628684771005,0.0007215723344755481,0.0006833080052191798,0.001737402811475202,0.0005793683968937022,0.0006774235220351685,0.0007950941239577639,0.0009330183409283592,0.0017838189614872123,118.2
2013-05-16,0.00235050826170817,0.0006594138181203052,0.0007845917523336757,0.0006838778687670577,0.0017068622377978127,0.0005716042597888119,0.0007215348211444331,0.0008311337824688306,0.0008653394786800987,0.0017272640936867728,123.5
2013-05-17,0.0023717330173883,0.0005931966084418323,0.0008680924809956955,0.0007123758490311868,0.0016903165558449992,0.000584530883620607,0.0007845509627290997,0.000899049738673656,0.0008285962801205492,0.001691916046633029,123.2
2013-05-18,0.0023938339369402144,0.0005285691979214219,0.0008633660246563368,0.0007677992004556031,0.0016740606999057217,0.0005955621274004799,0.0008680473503287836,0.0009324783919627128,0.0007940764122428279,0.001657499825605157,122.5
2013-05-19,0.0024015931961232917,0.00044517529489344204,0.0008523376265311688,0.0008012708387023434,0.0016354638959966902,0.0006034454819120669,0.0008633211397099383,0.0009417669818413826,0.0007165201684333454,0.0015909143960537789,122.0
2013-05-20,0.0024131100903112025,0.00038499932201561254,0.0008444601992988951,0.0008172270516787275,0.001607311368740226,0.0006085403680913051,0.0008522933149326187,0.0009392121747297533,0.0006631033267320251,0.0015404345203284542,122.9
2013-05-21,0.0024319609346135224,0.000339964184572647,0.0008586395683169851,0.0008230280670334586,0.0015862733289759394,0.0006117488280502278,0.0008444162972345362,0.0009431826215278785,0.0006260861795425975,0.0015010078718259087,123.8
2013-05-22,0.002456551258576075,0.00031320830622621684,0.0008728189373350612,0.0008319810479188242,0.0015741864287390252,0.0006190800725207266,0.000858594929091086,0.0009512692749415116,0.0006083850350104038,0.0014751922000263602,126.3
2013-05-23,0.0024711358117348523,0.00027364482286395403,0.0009122060734963952,0.0008430403669149114,0.00155265845639109,0.0006328938182693922,0.0008727735609476359,0.0009764697875385558,0.0005724693289413246,0.0014359451062006257,133.1
2013-05-24,0.002494504961880969,0.00025878613217377583,0.0010193390838552016,0.0008665980909293367,0.001542712836175797,0.0006659584322186232,0.0009121586494380551,0.0010503239402911355,0.0005610241029533683,0.0014141438092048347,132.0
2013-05-25,0.0025156558432441085,0.0002583591578695331,0.0010020087439442243,0.0009280573133996425,0.0015372301835337061,0.0006937903688799679,0.0010192860901319864,0.0010785953556797512,0.0005587811784484309,0.0013991847804836859,133.5
2013-05-26,0.0025247818540383715,0.00022057762205278733,0.0010256410256410178,0.0009588765250732739,0.0015095019782892932,0.0007256493941398129,0.0010019566511962064,0.0011040692798406915,0.0005120818867270921,0.0013519433765408241,129.8
2013-05-27,0.0025436987006244964,0.0002137388390578178,0.000967348064122249,0.000987499987240674,0.001496961715391272,0.0007522646917212453,0.0010255877042904538,0.0010806090794105508,0.0004974671083928482,0.001327493976957403,129.0
2013-05-28,0.002561428624413213,0.0002048870729562391,0.0009547441805506235,0.000978473966928392,0.0014827778636172344,0.0007614723596767042,0.0009672977733246393,0.0010567828402919394,0.0004799680642883393,0.0013009753634466922,132.3
2013-05-29,0.0025859784041157158,0.0002168147824688424,0.001006735200283583,0.000965303630284492,0.0014799042317103599,0.0007756773948266668,0.0009546945450077046,0.0010713679500823914,0.0004855305311390473,0.0012913442515518209,128.8
2013-05-30,0.0025977820245039855,0.00020300147050562184,0.0009515932096577223,0.0009783057447017574,0.0014596733344062196,0.0007872778828553195,0.0010066828618150586,0.0010461866399366845,0.00045599534039015427,0.0012565025235411718,128.8
2013-05-31,0.0026127483383807312,0.00020503811302617983,0.0009515932096577223,0.0009612657828398444,0.0014466411765552759,0.0007904878957945422,0.0009515437379284744,0.001031020458413967,0.0004418342863800641,0.0012326221789737864,129.3
2013-06-01,0.002625480858684824,0.00018075957638936588,0.0009594706368899891,0.0009492269228057598,0.001417914416900718,0.0007927133008326717,0.0009515437379284744,0.0010268485195504412,0.0003967184260084862,0.0011861101191989777,122.5
2013-06-02,0.0026377047009225503,0.000153223667089121,0.0008523376265311688,0.000944226073321737,0.0013872354774190597,0.0007955234775122652,0.0009594207556265569,0.0009627938959425875,0.0003493613272934695,0.001137299658555472,120.7
2013-06-03,0.0026471335986092484,0.00016886395794494732,0.0008239788884950028,0.0008932947783792805,0.0013797813891763301,0.0007768316708845133,0.0008522933149326187,0.0009116297168703935,0.00035002859293667074,0.0011230173863039372,121.4
2013-06-04,0.0026454451680932613,0.00016165460305989782,0.0008350072866201846,0.0008476889363595169,0.0013609759327512586,0.000763967567045297,0.0008239360512195121,0.0008919454796749854,0.00032768988101318855,0.0010923326916050247,121.9
2013-06-05,0.002655257251796418,0.00015975449111854667,0.0008428847138524445,0.0008235054992236229,0.0013453518586131023,0.0007513236552878083,0.0008349638759968386,0.0008887206358089705,0.00031231231096691056,0.0010666679605220025,119.0
2013-06-06,0.0026718818456442257,0.000173114163613812,0.0007971956359053012,0.0008121891372519299,0.0013378217822661818,0.000739776092904175,0.0008428408936949211,0.0008636038324672871,0.000313382659251675,0.0010531465847727524,111.0
2013-06-07,0.002687088464845968,0.00017588508747212392,0.000671156800189053,0.0007857011019518426,0.001324441251235712,0.0007176342068317618,0.0007971541910460345,0.0007796797201790884,0.0003023872948219597,0.0010312469390015774,107.9
2013-06-08,0.0026907204323795494,0.0001398305310371939,0.0006223167513490016,0.0007140382071929297,0.0012900885591261603,0.0006813398611288032,0.0006711219078767081,0.0007083747997934375,0.0002496934171570299,0.000978950812143959,100.4
2013-06-09,0.002709038785166925,0.00015158713927321613,0.0005041553428650133,0.0006475364566592909,0.0012819276770884083,0.0006376568238176464,0.0006222843981485843,0.0006056128709727993,0.00025112373763713086,0.0009655373773801469,106.3
2013-06-10,0.002703995421287988,0.00013049094821697763,0.0005971089842057506,0.0005544609341693943,0.0012564150099308793,0.0006044039744251967,0.0005041291326773334,0.0006086553921772347,0.0002175021932198061,0.0009269185803864703,109.0
2013-06-11,0.002707065294953428,0.00011952829711789348,0.0006396470912599858,0.0005378758771967945,0.0012369992118374494,0.0005728378728450459,0.0005970779415147218,0.0006421610903146607,0.0001970896500130409,0.0008976474930451166,108.8
2013-06-12,0.0027169698476369186,0.00011203039482940089,0.0006364961203670777,0.0005489830950453356,0.00122026150269711,0.0005535353700561046,0.0006396138370843713,0.0006645851068449241,0.00018248359193149405,0.0008726195924443937,103.9
2013-06-13,0.0026684877713920516,0.00011747734640491295,0.000559297333490881,0.0005575114930658973,0.001209944513837151,0.0005314024199859282,0.0006364630300051341,0.000636216826337771,0.00018089011729297347,0.0008572566979801501,100.0
2013-06-14,0.002635903255200335,0.0001217897075021547,0.0004978534010791971,0.0005312167106701349,0.0011994851952447962,0.0004964020555562887,0.0005592682565639245,0.0005877939223309994,0.00017866345618233054,0.0008418557802728314,99.8
2013-06-15,0.0026368022896309275,0.00010258447846405588,0.000494702430186296,0.0004890607904017574,0.0011769285886600936,0.0004635194833698675,0.000497827518518866,0.0005622480193968812,0.00015199834162434034,0.0008089377046561382,99.9
2013-06-16,0.0025753828886531417,8.704836863392129e-05,0.0004962779156327465,0.00046244462922098023,0.0011567131153721946,0.0004299499040203783,0.0004946767114396358,0.0005526231775912285,0.00013073351347538814,0.0007797993347710315,101.9
2013-06-17,0.002555669914187226,7.644177993419016e-05,0.0005277876245618138,0.00044811814341152306,0.001139082583294291,0.00040308203390598124,0.0004962521149792579,0.0005689722217654472,0.00011510935919071055,0.0007547520666671935,107.3
2013-06-18,0.0025357376630309215,7.88623944073738e-05,0.0006128638386702842,0.0004548945742371205,0.0011284091014153383,0.00041196331617397025,0.0005277601857715877,0.0006300398890927844,0.00011359385977757763,0.0007401398196835163,108.3
2013-06-19,0.002512691682871108,7.019330194775464e-05,0.0006286186931348178,0.0004987148744889647,0.0011125447734731952,0.00041389267067071245,0.0006128319769108936,0.0006744940897447926,0.00010135706259372171,0.0007180865371591016,111.3
2013-06-20,0.002509687592212786,7.600167549013867e-05,0.0006758832565284117,0.0005354334295839813,0.001104853538973733,0.00042649604390433693,0.0006285860123070516,0.0007260327960858168,0.00010551275149114914,0.000708208969388946,109.5
2013-06-21,0.002507363259294664,8.927409889261662e-05,0.0006475245184922526,0.0005807443234194867,0.0011014280944125453,0.0004397064239029941,0.0006758481184955534,0.0007365100015781709,0.00011756983471883364,0.0007046599645159426,108.2
2013-06-22,0.0025021225463943836,6.107907029884521e-05,0.0006270432076883603,0.0005976972375591125,0.0010757118838846183,0.00043746006104802143,0.0006474908547824537,0.0007278533380502411,8.424796958607025e-05,0.0006685451318474006,107.9
2013-06-23,0.002473931129056254,2.543909230968283e-05,0.0006223167513490016,0.0005993258553956618,0.0010460708617126661,0.000433235545618145,0.0006270106087674296,0.000717899239107006,4.412220019559335e-05,0.0006270683843908435,102.1
2013-06-24,0.0024443726311919045,2.3213044091155433e-05,0.0005309385954547149,0.0005978879203791115,0.0010340460874840272,0.0004281348355835435,0.0006222843981485843,0.0006577582059017137,4.0415397646719614e-05,0.0006117759568947181,103.3
2013-06-25,0.0023891368328830716,3.613698123070344e-05,0.0005498444208121567,0.0005563201985022692,0.0010298516671839557,0.0004292085333935311,0.0005309109928508179,0.0006343971115742447,5.203556504336515e-05,0.0006080719524951192,104.0
2013-06-26,0.0023625166426699262,3.4151118496490024e-05,0.0005608728189373316,0.0005376375567776037,0.0010181464510951033,0.0004177113533470195,0.00054981583532622,0.0006283772997140585,4.7744623698147554e-05,0.0005934007454738432,101.7
2013-06-27,0.002343943906994026,2.1100711118306192e-05,0.0005246366536688987,0.0005307135341333646,0.0010004241879174973,0.00040389421418338817,0.0005608436601035327,0.000605071574221315,3.121866539073162e-05,0.0005700651672665251,94.7
2013-06-28,0.002311951437866361,1.2353055130510937e-05,0.00041435267241717727,0.0005106962064225506,0.0009849368087310358,0.00038603031695277207,0.0005246093786923436,0.000529519235805867,1.9438854379421472e-05,0.0005502218873462,95.0
2013-06-29,0.002272130790891832,9.642060981758516e-06,0.0004190791287565429,0.0004496419309950525,0.0009722626256647784,0.00036696063433246107,0.00041433113091918217,0.0004922480142674698,1.3350172801612076e-05,0.0005346759239325677,97.5
2013-06-30,0.0022414101265684216,0.0,0.00045846626491787,0.0004130732861400352,0.0009560285979733144,0.00034425339315463654,0.0004190573415380344,0.0004976639832631746,0.0,0.0005140614040167954,88.1
2013-07-01,0.002186437460288057,3.9394664991521805e-05,0.0003103706329512651,0.0004081398212740922,0.000966060549268774,0.000325343685104236,0.00045844243002844676,0.0004185695174230078,3.917771705273798e-05,0.0005320360284265004,90.4
2013-07-02,0.002122035896320991,5.289962225502737e-05,0.000346606798219698,0.00034114522065007563,0.0009628805168593844,0.00029327608266390554,0.0003103544973044811,0.0003989506531271378,4.992094613652173e-05,0.0005304631870957331,78.9
2013-07-03,0.0020697164779943204,8.741280321300851e-05,0.00016542597187757524,0.00031535796411035627,0.000971654646310053,0.00026189751985328247,0.0003465887787156702,0.00028782713219931144,8.366998312436813e-05,0.0005463497513320918,80.0
2013-07-04,0.002016212965539558,0.00012458632434484557,0.00018275631178856638,0.00022080349401953914,0.0009818967830821992,0.00021524520682014714,0.00016541737165974568,0.00024103845738466384,0.00011855362368099615,0.0005641758536242165,68.5
2013-07-05,0.0019866325400061634,0.00017430896516178185,1.5754854464436474e-06,0.00016957364551981047,0.0009993322604274282,0.00016456488436508016,0.00018274681059553266,0.00011691937094294308,0.00016598013166133074,0.0005922929152997781,69.7
2013-07-06,0.001963191861803649,0.0001721972909833995,2.0481310803885378e-05,5.950106450471754e-05,0.0009893312154038887,0.00010494832498741946,1.5754035396151056e-06,6.616780589439181e-05,0.0001563987035586925,0.0005799641715718042,76.5
2013-07-07,0.0019067281140286371,0.00017709217050452045,0.00012761432116269872,0.0,0.000982982387252529,5.962887295791336e-05,2.048024601501025e-05,0.00010860427577862736,0.00015428015108168852,0.0005730833235632858,76.0
2013-07-08,0.001807461556289823,0.00018731001785415868,0.00011973689393043191,1.2746363091939439e-05,0.00097961498468618,2.9811523036937793e-05,0.00012760768670894845,0.00013540757950120802,0.00015796541232348735,0.000570609294538723,76.7
2013-07-09,0.0016743167498859957,0.00023086515064264096,0.00013076529205560683,2.1383808663733017e-05,0.000995033781700988,0.0,0.00011973066901086599,0.00016197416482114507,0.00019872767305230757,0.0005955995925240563,88.0
2013-07-10,0.00163223755300047,0.00027722473489556407,0.0003087951475048145,3.500799062677862e-05,0.0010121805338018479,8.456398259797104e-06,0.00013075849378817866,0.00028309757818453796,0.00024098166171836535,0.0006228173153712824,89.0
2013-07-11,0.0016150024051359395,0.0003140569616041193,0.00032455000196934813,0.00012489638765994515,0.0010250382207609363,1.9680613229183797e-05,0.000308779093764866,0.0003607380072727859,0.0002727080789518936,0.0006434449409382821,94.0
2013-07-12,0.0016017800207055247,0.0003347418613245043,0.0004033242742920093,0.00019174375491234213,0.0010298258019729757,6.97498932340293e-05,0.00032453312916103094,0.0004472996361214593,0.0002868582143909712,0.0006520299088139565,98.3
2013-07-13,0.0016156602352071052,0.0003704394975547823,0.0004710701484894955,0.00027022441062344443,0.0010431445573430946,9.750127110664392e-05,0.00040330330614186255,0.0005304370177177595,0.0003173176339939937,0.0006729761919869078,94.4
2013-07-14,0.0016109896417018307,0.00036602158294337175,0.00040962621607781857,0.0003504429633111941,0.001035243941639577,0.00012469886340505526,0.0004710456583453884,0.0005352539523697034,0.0003040812237497838,0.0006626566173386188,98.9
2013-07-15,0.0016047183283567287,0.0003780735301133452,0.0004805230611682129,0.00037394321400563424,0.0010363378999349651,0.0001576783933752851,0.00040960492030033685,0.0005722678714837962,0.0003092889672283265,0.0006655852070638173,97.1
2013-07-16,0.0016000477348514577,0.0004207251079846562,0.0004521643231320538,0.00041853870127027404,0.00105453297594112,0.00018373405439553459,0.000480498079583086,0.000570474276944434,0.00034831072299715965,0.0006934683346815282,98.5
2013-07-17,0.00139144981928499,0.00047415758288036486,0.0004742211193823967,0.000432924613728132,0.0010793037105587232,0.00020507526204188026,0.0004521408158699794,0.000576532705248961,0.00039872518146969946,0.0007306475499340229,90.1
2013-07-18,0.0013640840883245159,0.0005082196703365197,0.00034188034188033234,0.00044985644014480797,0.0010944507456149416,0.0002207574769360135,0.0004741964654246117,0.0004987048433887989,0.00042778170856156567,0.000753342561305357,92.0
2013-07-19,0.001347791830228661,0.0005238812622135845,0.000371814565362949,0.0004004908332330137,0.001100185590990243,0.00022446717189381765,0.0003418625680968179,0.00046937581404039863,0.00043685823532956664,0.0007620245944471374,89.8
2013-07-20,0.001319110439125866,0.0004945366692922018,0.00033715388554097364,0.00038011707926544763,0.0010822842074503132,0.00022200000056350755,0.0003717952353495327,0.00043202048396751014,0.0003984665347109839,0.000736053773802578,92.0
2013-07-21,0.001257800676493271,0.00046186150432169296,0.000371814565362949,0.0003507354644507396,0.0010626356158174796,0.00021700428967820484,0.00033713635747796566,0.0004313648461482869,0.00035828296853571487,0.0007078086040320057,91.6
2013-07-22,0.0012296455494474022,0.00048018114889180827,0.00036551262357713277,0.00034649825419683783,0.0010702876480577182,0.00021297416528032187,0.0003717952353495327,0.00042820875969347416,0.0003742720562315907,0.0007197774274012095,95.6
2013-07-23,0.0011787514296082609,0.0005207099445779621,0.00042853204143525336,0.00034079548505897006,0.0010907999126980317,0.00022455512165175245,0.0003654936211910653,0.0004636699419440851,0.00041521008233171355,0.0007504086312100609,95.1
2013-07-24,0.001138667650605267,0.0005306193114164304,0.00042065461420298655,0.0003647855750915571,0.001096061381048962,0.0002318137598950193,0.000428509762775732,0.0004793123399037119,0.0004239936948284388,0.0007584037844622186,96.9
2013-07-25,0.0011120693880611564,0.0005281419697068107,0.0004490133522391526,0.00037669488762526876,0.0010951543541918088,0.00024278075826163203,0.0004206327450776426,0.0005040322776824896,0.0004201403655327736,0.0007572906004550198,96.0
2013-07-26,0.0011028816947338815,0.0005385522948411318,0.0004348339832210696,0.00039654169007056345,0.0011013535354047477,0.0002526109528394327,0.0004489900087907492,0.0005088095611123916,0.00043066667084736693,0.0007665761328532611,94.4
2013-07-27,0.0010896812379725014,0.0004948545490619863,0.00040962621607781857,0.0004026474481417866,0.0010789606541990945,0.000259958748844942,0.00043481137693419936,0.0004957824318554196,0.0003837689314229453,0.0007339578652188553,98.8
2013-07-28,0.0010171445087920304,0.00047569460985630654,0.00047894757572176233,0.00039488789324039486,0.0010701621485096173,0.00027697592732796317,0.00040960492030033685,0.0005277017920307936,0.00036602454331319256,0.0007215671519696168,101.5
2013-07-29,0.0009908751612834991,0.0004676792771226984,0.0005214856827759975,0.0004198962050012689,0.001067831321156773,0.000298358700866079,0.00047892267604346395,0.0005692801563026983,0.0003619368063240182,0.0007187613195556476,108.0
2013-07-30,0.0009724339916218384,0.0004991893251836167,0.0006238922367954522,0.00045433243223227254,0.001087216525434715,0.00033219331610184755,0.0005214585716131204,0.0006500114116161082,0.00040131548287878835,0.0007477272388645394,106.2
2013-07-31,0.000969232551942166,0.0004907553834630624,0.0005955334987592931,0.0005209890654786636,0.001085950275898185,0.00037250315176174525,0.0006238598016881994,0.0006757795360303326,0.00039782127710022083,0.0007461798596641901,104.0
2013-08-01,0.0009811392762302529,0.0005163317063210764,0.0005608728189373316,0.000550409626039583,0.001102722800948766,0.00039694814036637244,0.0005955025379750928,0.0006661058303637987,0.0004304688787830739,0.0007710178679823966,104.5
2013-08-02,0.0009949975630628022,0.0005079801139094321,0.0005687502461695915,0.0005524823034538939,0.0011016324615846194,0.00041814344280366456,0.0005608436601035327,0.0006616037601895955,0.00042612419655513323,0.0007694676640362004,104.9
2013-08-03,0.0009942739499845185,0.0004810404524928473,0.0005750521879554077,0.0005556108587541145,0.001090342660016487,0.00043035718633202547,0.0005687206778016152,0.0006599502254584985,0.000401672857742362,0.0007530226238944525,105.1
